116.0000	1584.0000
40.0000	1570.6666
40.6667	1524.6666
68.6667	1486.0000
152.0000	1490.0000
191.3333	1589.3334
252.0000	1644.6666
388.0000	1576.6666
368.6667	1724.6666
541.3334	1672.6666
425.3333	1681.3334
548.0000	1702.0000
632.0000	1722.0000
612.6667	1763.3334
486.6667	1782.0000
41.3333	1771.3334
62.6667	1738.6666
32.6667	1704.6666
55.3333	1682.0000
136.0000	1719.3334
140.0000	1758.0000
190.0000	1768.0000
215.3333	1732.0000
1997.3333	52.0000
1989.3333	128.6667
1658.6666	210.6667
1994.6666	258.6667
1992.0000	398.6667
1705.3333	372.6667
1228.0000	109.3333
1112.6666	190.0000
986.6667	28.0000
871.6667	197.3333
1135.0000	96.6667
1180.3333	372.0000
841.6667	362.0000
629.0000	201.3333
651.0000	549.0000
593.0000	475.0000
483.6667	497.0000
736.3334	618.3333
1375.0000	1403.0000
1471.0000	1483.0000
1526.0000	1631.0000
1651.0000	1696.0000
1297.0000	1334.0000
1334.0000	1244.0000
682.0000	43.0000
814.0000	42.0000
609.0000	302.0000
265.0000	156.0000
586.0000	420.0000
1560.0000	1126.0000
1605.0000	1658.0000
1185.0000	1482.0000
146.6667	120.6667
128.6667	465.3333
304.0000	320.6667
197.3333	264.0000
265.3333	511.3333
624.0000	444.6667
316.3333	767.3334
629.0000	628.0000
339.0000	1094.0000
405.6667	1197.3333
527.3333	1614.0000
492.6667	1657.3333
399.3333	1738.6666
548.6667	1778.6666
164.0000	1582.0000
178.6667	1716.0000
466.3333	1493.3333
1346.0000	1440.0000
1108.6666	1486.0000
1267.3333	1641.3333
1788.0000	1327.3333
1961.3333	1320.0000
1654.0000	1225.3333
1863.3333	1652.0000
1732.0000	1734.0000
1509.6666	968.6667
1882.0000	941.0000
1590.0000	987.0000
1612.6666	663.6667
1884.0000	647.6667
2010.6666	795.0000
1172.6666	606.3333
1353.3333	573.6667
1508.0000	597.0000
1164.6666	873.0000
1036.0000	1052.3334
877.0000	753.0000
752.3334	597.6667
1016.6667	1186.3333
900.0000	1285.0000
1481.0000	1172.3333
1969.0000	1534.6666
1553.0000	1686.0000
988.6667	1567.3333
972.0000	1375.3333
