470.6667	256.6667
406.0000	311.3334
250.0000	44.6667
342.0000	52.6667
259.3333	419.3333
402.6667	878.6667
478.6667	912.0000
126.6667	919.3334
72.0000	1045.3334
69.3333	1158.6666
36.0000	1126.0000
564.6667	1353.3333
668.0000	1029.0000
641.3333	1006.3334
685.3333	815.6667
731.6667	486.0000
801.0000	508.6667
864.3333	566.6667
1067.3334	407.3333
1050.6667	382.0000
1321.0000	627.3334
1378.3334	739.3334
1445.0000	766.6667
1441.0000	1276.3333
1356.3334	1019.0000
1096.3334	1672.6666
1392.3334	1578.3333
1361.0000	1523.0000
1435.0000	1619.6666
1549.0000	1391.6666
1539.0000	1601.6666
1918.0000	1426.3333
1765.3334	1241.0000
1700.0000	1163.0000
1624.6666	1121.0000
1825.3334	791.0000
1829.3334	442.6667
1405.3334	118.0000
981.6667	581.0000
305.3333	1391.6666
84.6667	1237.6666
144.0000	1295.0000
999.0000	1261.0000
1826.6666	1427.3333
