146.6667	120.6667
128.6667	465.3333
304.0000	320.6667
197.3333	264.0000
265.3333	511.3333
624.0000	444.6667
316.3333	767.3334
629.0000	628.0000
339.0000	1094.0000
405.6667	1197.3333
527.3333	1614.0000
492.6667	1657.3333
399.3333	1738.6666
548.6667	1778.6666
164.0000	1582.0000
178.6667	1716.0000
466.3333	1493.3333
1346.0000	1440.0000
1108.6666	1486.0000
1267.3333	1641.3333
1788.0000	1327.3333
1961.3333	1320.0000
1654.0000	1225.3333
1863.3333	1652.0000
1732.0000	1734.0000
1509.6666	968.6667
1882.0000	941.0000
1590.0000	987.0000
1612.6666	663.6667
1884.0000	647.6667
2010.6666	795.0000
1172.6666	606.3333
1353.3333	573.6667
1508.0000	597.0000
1164.6666	873.0000
1036.0000	1052.3334
877.0000	753.0000
752.3334	597.6667
1016.6667	1186.3333
900.0000	1285.0000
1481.0000	1172.3333
1969.0000	1534.6666
1553.0000	1686.0000
988.6667	1567.3333
972.0000	1375.3333
